Series Name,Series Code,country,Country Code,tech2003,tech2004,tech2005,tech2006,tech2007,tech2008,tech2009,tech2010,tech2011,tech2012,tech2013,tech2014,tech2015,tech2016,tech2017
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Kyrgyz Republic,KGZ,2.758810431,5.227842631,10.67214672,24.61134095,41.7812329,64.49689052,84.01623283,97.29157373,113.9924247,121.5180687,118.5382582,130.9785705,129.2228613,127.8352593,121.915374
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Lao PDR,LAO,2.012220825,3.604682056,11.42726849,17.25942138,24.8480996,33.41159151,52.57839844,64.0925294,86.53765295,67.02863167,71.02273488,70.22973218,55.93007889,58.57211069,54.12257807
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Latvia,LVA,52.89111036,67.43351376,83.10906432,98.13380502,100.8410211,105.8349882,107.3784709,108.8374437,110.3468446,127.3183364,125.3439854,118.2466365,129.97682,134.4954403,126.3866193
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Lebanon,LBN,21.49041568,22.89370629,24.9208398,27.26979432,30.83348791,34.71135212,57.14147404,66.02653684,75.33506467,76.38039917,73.62930057,78.29834995,79.59784184,81.41840951,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Lesotho,LSO,6.566404097,10.14687691,12.8125412,18.20826775,24.33830217,29.66183816,32.73559102,48.39124335,59.70227201,73.91713973,84.55313005,99.67396547,98.41335022,103.5890392,106.6028937
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Liberia,LBR,1.516253759,2.970960335,4.906124376,8.294236868,16.02649866,23.33138502,28.46790054,39.79884122,49.6450637,56.91412517,59.51007526,73.45595967,81.16239123,67.55790155,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Libya,LBY,2.26141534,8.764612142,34.52628555,66.77897486,75.37231411,121.9068216,155.7590009,176.6858914,161.4595687,154.6724902,165.1928592,136.9589311,156.3295966,121.7187359,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Liechtenstein,LIE,72.84170042,73.70794311,78.91369218,81.93474854,90.6319008,95.66416252,97.85830118,98.6028942,101.9468343,98.72759611,104.3248086,109.494438,109.4831965,117.6073913,122.9497389
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Lithuania,LTU,61.56972099,90.24115692,130.1770022,142.8173387,150.6730027,156.2432593,156.5748183,156.5713011,160.3308699,164.5327708,152.3345747,144.0855466,142.7066372,144.5781293,150.8955308
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Luxembourg,LUX,120.4948561,104.0239565,111.3921396,153.1508697,144.189652,145.7416436,145.079683,143.1415132,147.1268856,143.0001108,144.7293201,144.2345717,142.3577966,132.6971743,136.0859021
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Macao SAR, China",MAC,79.1118925,91.72706505,110.4026658,128.992743,157.6591382,181.3161517,197.4784557,208.999216,246.2864849,286.820993,299.0834275,315.304502,315.520799,321.8030374,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Macedonia (Former Yugoslav Republic Of),MKD,37.79050231,47.91334374,54.89595549,61.25798235,86.87821297,95.17035588,93.91631986,103.9930672,106.7960411,107.7830857,107.7808915,107.0731338,100.2055972,98.52431715,101.8551143
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Madagascar (Malagasy),MDG,1.641667256,1.875459508,2.782770794,5.539582383,11.41127113,24.18046406,30.54967201,36.45921073,39.92270217,39.28387588,36.84972867,41.17831685,44.12695456,32.12852885,34.14232861
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Malawi,MWI,1.095221108,1.752400868,3.229849189,4.617997623,7.592329699,10.56449638,16.8923767,20.55346789,25.28582411,28.86752783,31.91166731,32.99881339,37.36687067,39.67804904,41.73804958
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Malaysia,MYS,45.05704492,58.03979001,76.1709367,74.44937695,87.68548003,102.2202407,109.1960941,120.4409218,128.0291117,141.6662804,144.7652053,148.6323102,143.5529652,139.3677836,133.8797956
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Maldives,MDV,21.99338868,36.48118857,63.86355368,82.79688793,93.29574196,126.2489349,129.1308064,135.6203242,141.4036697,145.1430983,157.3139707,163.0919517,176.8127858,189.8577694,206.2934018
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Mali,MLI,2.059311654,3.283280231,5.953590984,11.43827534,18.50660951,24.32108832,30.53786587,49.35549617,69.63475748,91.29216133,119.8542853,138.5708448,129.9464074,112.3527654,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Malta,MLT,71.92065693,75.5707926,79.64364643,84.87577191,89.81439058,93.57189999,101.9413349,109.4852323,124.710601,126.4833444,131.5197308,128.3523275,122.5774994,131.4953349,129.9824759
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Marshall Islands,MHL,1.147440325,1.236701617,1.267889732,..,..,..,..,..,..,..,..,29.30167492,29.24859418,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Mauritania,MRT,11.86811344,17.16826776,23.81608703,32.9163682,42.6836701,61.39301038,62.23815614,76.90862805,89.16243821,105.0973059,101.0649567,92.35737908,87.13978607,84.03061787,92.17166073
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Mauritius,MUS,38.24708807,45.05678729,53.75011354,62.89359644,75.25842626,83.37818417,87.35747863,95.4281204,103.443342,118.5443097,122.1709724,131.4011322,139.9254916,143.725062,145.399158
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Mexico,MEX,28.4906957,35.93712368,43.44775328,50.31725357,59.51505426,66.25221758,72.02580822,77.89321334,79.42164707,83.36393226,87.11513352,84.48477479,85.54092479,87.60369095,88.51342699
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Micronesia, Fed. Sts.",FSM,5.494495207,11.99320679,13.27168632,17.61477613,26.11012771,26.32133081,26.45248172,26.55767449,26.67491398,30.15661382,30.27231876,..,21.54970172,22.31052917,21.89987114
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Moldova,MDA,11.40897382,18.88949454,26.21161368,32.76816584,45.60402204,58.9432413,52.1579135,62.44592642,78.90533795,87.98586937,90.78749223,91.84719968,91.3220675,93.32157194,90.41659632
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Monaco,MCO,45.79297361,47.2774209,50.87148226,53.20564985,58.10144969,61.36167127,62.95505556,63.12072033,84.77744886,87.85697271,93.3975929,88.31165425,88.80883389,86.48796073,85.22548133
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Mongolia,MNG,12.91871415,17.16955726,22.05497367,30.2930557,46.09317544,67.08866491,84.28708435,92.54677161,106.5470198,119.9336869,100.2954578,103.5345648,103.0662671,111.236547,126.3528292
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Montenegro,MNE,..,78.64259646,88.12955476,104.1838234,145.2822026,186.4170443,207.7808211,187.4144021,185.3197456,158.1882418,158.493304,161.4366694,160.4465613,165.5619099,166.0954592
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Morocco,MAR,24.66118998,30.93803581,40.60409743,51.84667987,64.14326629,72.20874989,79.12110814,98.68137994,111.2454424,117.047408,125.4222727,128.5460359,123.7804138,117.6805988,122.8779577
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Mozambique,MOZ,2.210102372,3.485503285,7.187965246,10.85657741,13.88015722,19.28066118,25.38158906,29.82558609,31.49822938,34.29186085,46.91350337,67.91995644,71.88302495,52.11887306,40.0268713
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Myanmar (Burma),MMR,0.139668552,0.192313025,0.265455984,0.438545472,0.50362622,0.7425017,1.008028202,1.184307424,2.460028559,7.314908801,13.28011579,55.9071725,78.22680698,95.65321489,89.84575762
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Namibia,NAM,11.2593536,14.23905102,22.08728882,29.61696406,38.47609157,49.94362352,76.34747127,89.73398308,99.04649757,94.82754356,117.7590955,112.6525522,105.1227737,107.2685024,104.5015104
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Nauru,NRU,..,..,..,..,..,..,..,61.84538653,65.63479624,64.89788128,..,..,83.48134991,87.24773068,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Nepal,NPL,0.328116055,0.461400799,0.886557939,4.460579929,12.46963219,15.86350796,20.93361669,34.02847715,48.86890315,60.06751194,76.33393734,81.28074044,96.02102255,110.8255142,123.1748796
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Netherlands,NLD,81.4766985,90.86900361,96.74251327,105.205392,116.8288276,124.4935189,121.1829535,114.9619098,118.4758716,117.4393259,115.6018288,115.8244281,122.8506375,122.9740047,120.5216877
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,New Caledonia,NCL,43.15634638,50.87446425,57.70222532,65.55712987,73.43969283,80.59281501,84.71462696,87.95954381,89.26124159,89.43955087,91.83279939,91.56412314,96.72452813,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,New Zealand,NZL,64.61848367,74.18321268,85.36147441,90.83529368,100.4265381,107.9861862,108.7086751,107.7787912,109.0901272,110.1674828,105.5001996,111.6780169,121.3557518,124.4412748,136.0018598
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Nicaragua,NIC,8.905109238,13.91083456,20.80890029,33.58071825,45.3138893,55.55453868,59.02259228,69.05608723,83.05240176,99.56806987,114.5176544,117.5235039,119.436192,125.944759,131.5604252
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Niger,NER,0.650753306,1.313482459,2.378046134,3.417759784,6.13566445,12.46100985,16.43489502,22.33483047,27.79361365,30.42889336,38.0232202,43.01392208,45.02696768,36.14282735,40.87508383
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Nigeria,NGA,2.386460977,6.756012041,13.37776726,22.66410079,27.58942225,41.89530128,48.26244261,55.05028776,58.42891482,67.41160544,74.05377882,78.74868224,83.24795074,82.98428235,75.91962422
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Northern Mariana Islands,MNP,27.61561508,31.18042124,..,..,..,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Norway,NOR,88.85634163,98.40233621,102.6355658,104.1909494,106.737833,109.2173612,110.925095,114.6014289,115.7218204,115.6722646,112.1122467,111.6267284,109.905197,108.8310756,107.8386801
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Oman,OMN,24.90299779,32.98004582,53.0896929,70.38444966,93.88747473,116.6847649,137.7260798,151.4447995,148.5588465,152.3270789,151.352681,156.3818805,158.2608499,155.1780638,149.7738911
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Pakistan,PAK,1.627856897,3.331276035,8.2978563,21.96554836,39.20385834,53.78713406,56.47546674,58.15298907,62.51685134,67.53425985,70.29633031,73.16883304,66.4797217,70.64521655,73.35732631
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Palau,PLW,19.91878173,19.81417895,30.39786999,41.70497701,53.14674886,57.67747676,62.64870711,70.89399121,74.97936793,82.62356682,85.7791587,90.61344458,111.5323187,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Panama,PAN,21.57583229,38.53592905,52.5073826,64.10707257,87.16859396,111.3466323,169.4895352,182.430497,181.6565537,164.6876784,161.6438042,176.8984315,144.6603375,127.4570235,145.8463856
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Papua New Guinea,PNG,0.291146291,0.784076389,1.187703186,1.54553008,4.52630553,12.87720524,20.40384043,26.85725677,33.01534058,36.45619416,39.51077755,43.3083176,44.95048817,46.77803599,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Paraguay,PRY,31.56848759,30.66493213,32.55977834,54.95417485,78.683136,95.76065752,91.69041213,95.34581764,103.7381333,106.4974098,109.0872352,111.4869645,111.6411078,111.3625428,109.645417
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Peru,PER,10.87820737,15.0057892,20.22192354,32.62976126,54.4919146,73.15078776,85.16923276,99.11996965,109.0773757,97.44391436,97.47292359,102.9273194,109.1123083,116.2376413,120.9849191
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Philippines,PHL,27.10951497,38.89520684,40.3121444,48.8204016,64.22059996,75.05869742,81.96261716,88.71560124,98.85792556,105.2770519,104.4095161,111.2123315,115.8496776,116.2375503,110.3956258
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Poland,POL,45.26991017,60.15216507,76.02806072,95.83844839,107.9812735,114.6133733,116.9126784,122.5155089,130.8950481,141.1531141,148.717357,148.6047498,142.5242595,138.6595006,130.5414371
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Portugal,PRT,95.38092133,100.4068285,108.3438682,115.3442973,126.7851539,131.8912545,110.6416365,114.6264462,116.0867004,112.6230069,113.899737,113.6036305,112.4415545,111.5744425,113.8883699
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Puerto Rico,PRI,45.12651336,48.93409234,52.94166701,58.55602748,64.92241656,68.08702742,72.78526787,78.94082185,83.85177816,82.47827766,83.63723706,87.17936597,87.24088991,88.66581259,92.52745807
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Qatar,QAT,54.68234905,64.61484737,82.87590058,91.03220366,106.2685719,102.8894254,122.5040546,122.8564638,117.9385919,123.3053402,147.0958772,139.2265645,150.7318241,142.1345363,148.2946608
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Romania,ROU,32.39874933,47.31281741,62.31219628,75.27329464,96.97609981,117.525101,121.7385526,119.176059,115.4094421,113.2304361,114.1607063,114.756436,116.3175572,115.78473,114.5873742
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Russia (Soviet Union),RUS,24.9923652,51.18013339,83.55487851,105.1290236,119.594712,139.4449929,160.7698335,166.037583,142.2211191,145.0733488,152.0226901,153.7480762,157.9618048,159.154605,157.8875348
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Rwanda,RWA,1.505930754,1.556636221,2.479810626,3.412787376,6.722874712,13.62395937,24.3474332,34.6327288,42.27999221,52.7465802,60.45247824,68.28360712,75.32206096,74.86072592,72.23888424
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Samoa,WSM,5.910098952,8.94949687,13.33859467,25.12507317,47.17860944,..,..,48.33382562,..,53.01542332,52.36347814,55.39757658,62.19943332,77.39039078,63.23101201
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,San Marino,SMR,59.31073208,59.18727915,58.65253078,58.72222597,58.37808987,80.39932786,97.48071477,98.31886853,112.5730066,112.8031585,113.8593939,115.1361117,111.1165049,110.1406499,113.7724551
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Sao Tome and Principe,STP,3.247917397,5.096434141,7.680395811,11.56356698,18.45420935,30.28583753,47.32016884,58.7780931,64.33892617,66.80117448,67.00473148,67.18392187,94.58867928,89.06357861,84.9843633
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Saudi Arabia,SAU,32.08941133,39.50151729,59.2503514,80.15200074,112.4638052,138.7776847,168.2739848,188.0149645,191.2315382,182.2160128,177.3415571,171.347033,167.3030551,148.5096847,122.0799835
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Senegal,SEN,7.332243775,10.23475476,15.37698958,25.80846384,30.5789074,44.15889863,54.98795028,64.59870756,70.31750459,83.70587892,93.01327449,98.85617537,99.88304062,98.53922503,99.41831103
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Yugoslavia (Serbia),SRB,..,51.08504837,73.72001754,89.37585492,114.2961107,130.6946168,135.3233088,136.0150378,141.1479229,127.5665101,129.2978485,132.2186428,130.3473823,130.2350029,124.0639088
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Seychelles,SYC,57.3029915,62.14736409,66.26476156,78.45280451,85.59719099,103.0765499,121.5677659,128.6439473,137.8509049,147.8896895,147.458632,162.2836554,158.140428,161.1591035,176.5751502
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Sierra Leone,SLE,2.177381154,..,..,..,12.9001863,16.36235413,18.38276077,30.96588798,32.3215298,32.66281935,57.78610732,67.19439391,78.16747904,84.89871136,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Singapore,SGP,84.17866964,91.31953026,97.62990415,103.8313702,125.1783402,132.233681,138.652201,145.5308093,150.5848995,153.0575656,157.4026593,148.7388273,148.7391202,150.4805285,148.2401691
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,195.941138,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Slovakia,SVK,68.12688268,79.17822269,84.09714977,90.63989696,112.406383,102.2446792,101.7960572,109.6352641,110.5957156,112.5048412,114.4380319,117.3988895,122.7277574,128.3912951,130.6570231
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Slovenia,SVN,87.43974881,92.82962494,88.12546931,90.80647632,95.77226962,101.4996508,103.1939783,103.7543126,105.6058236,108.7735817,110.5247568,112.3399385,113.4538083,114.8178753,117.4615476
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Solomon Islands,SLB,0.237259076,0.654558784,1.27690818,1.454025782,2.211222461,5.946752776,9.688439173,21.88370375,50.93863391,54.78332134,57.33763019,65.45497512,72.29361921,69.49596192,76.11619009
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Somalia,SOM,2.033264822,4.942553687,4.803108572,5.131402626,5.435473859,5.51486304,5.474893641,5.377814714,14.51059979,18.01974588,39.46742506,40.70117016,41.96107183,46.46627922,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,South Africa,ZAF,35.38394635,43.19196922,69.56073407,80.34505387,84.79132144,89.26423242,91.10310923,97.64917918,122.4563613,129.0496342,142.9589002,145.3636865,159.1563435,147.1252059,161.9937978
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,South Sudan,SSD,..,..,..,..,..,..,..,14.89988469,17.22676461,21.26035449,25.52655381,24.94236609,24.3979702,22.07554251,12.01942888
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Spain,ESP,87.26111814,89.09134015,96.93815529,102.1677305,106.6718542,107.8819694,109.8472629,109.8331304,112.1114334,108.1261331,107.4118145,109.2094921,110.0653904,111.163326,113.2249462
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Sri Lanka (Ceylon),LKA,7.251526088,11.41387876,17.21818747,27.51629105,40.2986928,55.56275617,81.22215267,85.94419555,90.17687261,94.65490925,98.9668213,107.2704989,115.3789507,124.0339877,135.0730235
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,St. Kitts and Nevis,KNA,46.50572866,60.45319047,104.9145255,103.6374721,129.5623004,148.017166,148.3708682,155.5058801,148.0598392,144.5114183,144.8212304,120.9549861,134.4846006,139.6964667,138.906857
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,St. Lucia,LCA,61.50099706,62.24923113,64.53693636,63.84252178,87.87241165,103.4422645,110.9436213,114.8522424,124.5627963,123.5450568,120.7235569,106.7622335,105.9450583,99.23208718,98.79783498
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,St. Vincent and the Grenadines,VCT,58.06275958,66.32338176,64.94151401,80.46682031,101.3241997,119.1755599,110.8564525,120.5607648,120.5485591,116.1568857,114.6889865,105.1757089,103.577726,102.7416251,105.6998826
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Sudan,SDN,1.791119728,3.473617422,5.913383429,14.81670996,25.45678117,36.38685638,45.58577362,52.61807267,71.24850365,76.85036801,75.05545874,73.65699052,72.29002642,70.25800006,70.6681119
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Suriname,SUR,34.5097188,43.11306039,46.65534948,63.45341231,74.55292767,127.556741,146.7314869,99.0615906,100.3636268,105.9566878,160.0987946,169.3288169,135.6556666,144.5070276,141.2616569
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Sweden,SWE,98.31957425,97.71274322,100.7233071,105.6147887,110.4068942,108.4131131,112.0956103,117.0629429,121.0055217,124.1857719,124.9512155,127.072507,129.4488949,127.5033893,125.4775924
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Switzerland,CHE,84.87507976,85.4029135,92.22603163,99.39516725,108.57798,116.3559314,120.4909656,123.1383135,127.1387232,131.49289,135.8549107,135.486059,135.1384876,133.8068226,133.2231399
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Syria,SYR,6.804374966,13.17486209,16.12496707,24.71586405,31.75644887,34.71588787,48.12442974,55.64533218,61.91048856,63.56295017,62.04786972,73.11192626,76.39327959,72.43370524,85.66017007
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Tajikistan,TJK,0.724006242,2.01107102,3.866256133,30.71184193,29.81900443,50.25522153,65.57097128,77.74312549,80.91147985,81.65039871,92.16527312,95.65160722,99.30221739,107.6136546,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Tanzania/Tanganyika,TZA,3.494030753,5.077126307,7.520829768,13.80338914,19.68337014,30.05950939,39.11292237,45.51951056,53.95410623,55.4556255,54.19563262,60.99882437,73.61847004,72.05794494,69.71531452
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Thailand,THA,33.48606006,41.4840346,46.5571558,60.95857138,80.02643982,92.92427346,98.61015543,106.7215773,114.6880659,125.3051505,137.7234793,141.9184173,149.9353313,173.7770745,176.0347306
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Timor-Leste,TLS,2.087522324,2.580721543,3.221871943,4.682339949,7.344317649,11.59454972,32.13225753,42.63012227,54.27649283,53.68442892,54.88168353,113.434459,110.9342881,117.6131558,119.309641
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Togo,TGO,4.51854722,6.008837498,7.630029061,12.127873,19.84730011,25.14757061,34.55246307,40.01694923,40.35366376,48.28701351,60.52853152,62.47291606,65.46225718,72.37908628,79.76692853
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Tonga,TON,11.22368197,16.33368524,29.5642363,29.55186893,45.4536573,48.99956313,51.15632601,52.14285028,52.59282634,53.35823384,54.59137172,64.28314836,69.09574668,74.68120461,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Trinidad And Tobago,TTO,26.19457779,50.45884071,71.25266205,116.5489002,115.3170493,137.3086853,139.7033787,142.6278142,136.815734,140.4069655,144.1777032,146.2219443,156.1198801,158.6745272,148.3164065
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Tunisia,TUN,19.29167122,37.29131356,56.23099353,71.9787084,76.15607637,82.65481195,93.11139104,104.4575007,115.1112204,117.9781454,115.4142091,128.1743622,129.4688123,125.2457019,124.2969315
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Turkey/Ottoman Empire,TUR,42.19898032,51.79623941,64.22205832,76.58535816,89.04917852,93.44701888,88.00150156,85.40338801,88.98274071,90.76125481,91.91655814,93.3244579,94.08186548,94.40247616,96.35290201
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Turkmenistan,TKM,0.197326269,1.065187339,2.208368623,4.508591808,7.83694586,22.99847521,42.59008177,62.85614315,102.4340455,112.0003857,114.1443127,131.8291674,140.909251,151.4337019,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Turks and Caicos Islands,TCA,82.70397266,100.2277449,..,..,..,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Tuvalu,TUV,0,5.053567819,12.96499451,15.78376245,17.57297667,..,9.577626664,15.19323901,20.04140008,26.10722611,31.42619466,34.83681702,59.99454595,68.48697846,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Uganda,UGA,2.915208441,4.225974226,4.607983341,6.797878166,13.71432236,27.01772391,28.63348,37.82460178,47.57838797,45.05048311,48.11412854,52.44447696,50.36826125,55.04846044,58.20615087
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Ukraine,UKR,13.65772731,29.0897363,64.00536482,105.2767922,119.0876067,120.558086,119.4564211,117.7678197,121.9416066,130.8590206,138.4411243,144.2788474,143.9836554,135.1956556,133.4908372
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,United Arab Emirates,ARE,79.43305758,90.09733775,99.00822393,105.2891894,127.9189658,135.731907,139.2033777,132.1053857,135.2255383,154.7702347,178.359737,185.4180422,196.0013991,214.7349102,210.9140231
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,United Kingdom,GBR,91.06414709,99.67234557,108.6004149,115.254437,120.2257083,120.7240644,121.9353861,121.2030538,120.9215205,121.9127668,121.7088908,120.6796218,121.1839932,119.9773474,119.6309487
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,United States Of America,USA,55.38679309,63.17748926,69.02054837,77.09164231,82.93546295,86.13129085,89.61260458,92.37840689,95.61250193,97.28807458,98.46652501,111.8914032,119.4973905,122.8758723,122.0124685
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Uruguay,URY,14.96044216,18.04304087,34.72813425,69.94839154,89.95676611,104.6851759,122.267605,131.4941405,140.5184096,147.0646734,154.5756828,160.7550827,150.5287986,148.5693114,147.4671006
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Uzbekistan,UZB,1.24199309,2.079867048,2.71573251,9.409967467,20.85365601,44.65057057,58.31197146,73.24262276,87.52440122,68.63076477,71.61955532,70.94908533,70.32310573,73.98333916,76.04190715
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Vanuatu,VUT,3.920307191,5.145412774,6.06199551,6.988641129,11.82070715,15.9758587,57.05830102,71.91646036,56.62357207,59.0274158,50.26585869,60.28626618,66.068034,80.84370678,82.54152126
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Venezuela,VEN,27.11836698,31.98582456,46.65339713,68.97958851,86.01821142,97.41549383,98.37776696,96.04554329,97.68765818,102.2613695,101.9072297,99.3156568,93.3827375,87.43264222,76.59767086
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Vietnam, Democratic Republic Of",VNM,3.31368879,5.938151423,11.37864032,22.2017334,52.42084402,86.35014282,112.1721275,126.1071925,142.3555707,145.5732292,135.2334793,147.1157265,128.5903997,127.5260848,125.6177267
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Virgin Islands (U.S.),VIR,45.49985233,59.39714672,74.49463323,..,..,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,West Bank and Gaza,PSE,7.675281236,12.46069895,15.87128129,22.45746049,27.2259457,34.11994362,45.47769774,64.01995265,69.03685801,72.98554585,72.26478511,70.47058629,75.72566678,77.50821643,84.03972667
